lei_id,chunk_id,dispositivo,tipo,alvo,trecho_prova
lei-federal-4591-1964,lei-federal-4591-1964::042-art-31,Art. 31,remissao_interna,Art. 32,"nário com título que satisfaça os requisitos da alínea a do art. 32;  b) o construtor (Decreto número 23.569, de 11-12-3"
lei-federal-4591-1964,lei-federal-4591-1964::042-art-31,Art. 31,remissao_interna,Art. 35,"o expressa desta Lei e se transcreva o disposto no § 4º, do art. 35, para concluir todos os negócios tendentes à alienaç"
lei-federal-4591-1964,lei-federal-4591-1964::042-art-31,Art. 31,remissao_interna,Art. 34," que em fase subordinada a período de carência, referido no art. 34.  CAPÍTULO I-A. DO PATRIMÔNIO DE AFETAÇÃO (Incluído "
lei-federal-4591-1964,lei-federal-4591-1964::043-art-31-a,Art. 31-A,redacao_dada_por,Lei 14620/2023,"(Redação dada pela Lei nº 14.620, de 2023"
lei-federal-4591-1964,lei-federal-4591-1964::043-art-31-a,Art. 31-A,remissao_interna,Art. 35,"ssumida por terceiros, nos termos da parte final do § 6o do art. 35.               (Incluído pela Lei nº 10.931, de 2004"
lei-federal-4591-1964,lei-federal-4591-1964::043-art-31-a,Art. 31-A,remissao_interna,Art. 44,"que excederem a importância necessária à conclusão da obra (art. 44), considerando-se os valores a receber até sua concl"
lei-federal-4591-1964,lei-federal-4591-1964::043-art-31-a,Art. 31-A,remissao_interna,Art. 55,e a construção seja contratada sob o regime por empreitada (art. 55) ou por administração (art. 58).                (Inc
lei-federal-4591-1964,lei-federal-4591-1964::043-art-31-a,Art. 31-A,remissao_interna,Art. 58,"sob o regime por empreitada (art. 55) ou por administração (art. 58).                (Incluído pela Lei nº 10.931, de 20"
lei-federal-4591-1964,lei-federal-4591-1964::043-art-31-a,Art. 31-A,remissao_interna,Art. 8,"4)  § 9o No caso de conjuntos de edificações de que trata o art. 8o, poderão ser constituídos patrimônios de afetação se"
lei-federal-4591-1964,lei-federal-4591-1964::047-art-31-e,Art. 31-E,remissao_interna,Art. 36," de restituídas aos adquirentes as quantias por eles pagas (art. 36), ou de outras hipóteses previstas em lei; e        "
lei-federal-4591-1964,lei-federal-4591-1964::047-art-31-e,Art. 31-E,remissao_interna,Art. 34,truído com os documentos a que se referem os § 4º e § 5º do art. 34 e com cópias dos recibos de quitação passados pelos 
lei-federal-4591-1964,lei-federal-4591-1964::047-art-31-e,Art. 31-E,remissao_externa,"Lei 10931, Art. 1"," implica a extinção do regime de tributação instituído pelo art. 1º da Lei nº 10.931, de 2 de agosto de 2004.      (Incl"
lei-federal-4591-1964,lei-federal-4591-1964::048-art-31-f,Art. 31-F,remissao_interna,Art. 43,"inuação da obra ou da liquidação do patrimônio de afetação (art. 43, inciso III); havendo financiamento para construção,"
lei-federal-4591-1964,lei-federal-4591-1964::048-art-31-f,Art. 31-F,remissao_interna,Art. 63,praticando todos os atos relativos ao leilão de que trata o art. 63 ou os atos relativos à consolidação da propriedade e
lei-federal-4591-1964,lei-federal-4591-1964::048-art-31-f,Art. 31-F,remissao_externa,"Lei 9514, Art. 26"," à consolidação da propriedade e ao leilão de que tratam os arts. 26 e 27 da Lei no 9.514, de 20 de novembro de 1997, de"
lei-federal-4591-1964,lei-federal-4591-1964::048-art-31-f,Art. 31-F,remissao_interna,Art. 44,"ndividualização e discriminação das unidades, nos termos do art. 44. (Incluído pela Lei nº 10.931, de 2004)  § 13. Haven"
lei-federal-4591-1964,lei-federal-4591-1964::048-art-31-f,Art. 31-F,remissao_interna,Art. 39,"de eventual financiamento, e, em se tratando da hipótese do art. 39 desta Lei, nas obrigações perante o proprietário do "
lei-federal-4591-1964,lei-federal-4591-1964::048-art-31-f,Art. 31-F,remissao_interna,Art. 35,"constarão o valor das acessões não pagas pelo incorporador (art. 35, § 6o) e o preço da fração ideal do terreno e das ac"
lei-federal-4591-1964,lei-federal-4591-1964::048-art-31-f,Art. 31-F,remissao_interna,Art. 40, § 6o) e o preço da fração ideal do terreno e das acessões (arts. 40 e 41).                          (Incluído pela Lei 
lei-federal-4591-1964,lei-federal-4591-1964::048-art-31-f,Art. 31-F,remissao_interna,Art. 186,"eferência prevista na legislação, em especial o disposto no art. 186 do Código Tributário Nacional;                     "
lei-federal-4591-1964,lei-federal-4591-1964::051-art-32,Art. 32,redacao_dada_por,Lei 14382/2022,"(Redação dada pela Lei nº 14.382, de 2022"
lei-federal-4591-1964,lei-federal-4591-1964::051-art-32,Art. 32,redacao_dada_por,Lei 10931/2004,"(Redação dada pela Lei nº 10.931, de 2004"
lei-federal-4591-1964,lei-federal-4591-1964::051-art-32,Art. 32,remissao_interna,Art. 53,"a projetada, segundo modêlo a que se refere o inciso IV, do art. 53, desta Lei;  h) avaliação do custo global da obra, a"
lei-federal-4591-1964,lei-federal-4591-1964::051-art-32,Art. 32,remissao_interna,Art. 54," III, do art. 53 com base nos custos unitários referidos no art. 54, discriminando-se, também, o custo de construção de "
lei-federal-4591-1964,lei-federal-4591-1964::051-art-32,Art. 32,remissao_interna,Art. 39,"e se defina a parcela do preço de que trata o inciso II, do art. 39;  m) certidão do instrumento público de mandato, ref"
lei-federal-4591-1964,lei-federal-4591-1964::051-art-32,Art. 32,remissao_interna,Art. 31,"idão do instrumento público de mandato, referido no § 1º do artigo 31;  n) declaração expressa em que se fixe, se houver"
lei-federal-4591-1964,lei-federal-4591-1964::051-art-32,Art. 32,remissao_interna,Art. 34,"ão expressa em que se fixe, se houver, o prazo de carência (art. 34);  o) atestado de idoneidade financeira, fornecido p"
lei-federal-4591-1964,lei-federal-4591-1964::051-art-32,Art. 32,remissao_externa,"Lei 6015, Art. 167","imissão na posse registrada conforme item 36 do inciso I do art. 167 da Lei no 6.015, de 31 de dezembro de 1973, fica di"
lei-federal-4591-1964,lei-federal-4591-1964::051-art-32,Art. 32,remissao_externa,"Lei 6766, Art. 26","dades autônomas, aplicando-se a regra dos §§ 4o, 5ª e 6º do art. 26 da Lei no 6.766, de 19 de dezembro de 1979.         "
lei-federal-4591-1964,lei-federal-4591-1964::053-art-33,Art. 33,remissao_interna,Art. 32,"documentos com prazo de validade vencido, a que se refere o art. 32.         (Redação dada pela Medida Provisória nº 1.0"
lei-federal-4591-1964,lei-federal-4591-1964::054-art-33,Art. 33,redacao_dada_por,Lei 14382/2022,"(Redação dada pela Lei nº 14.382, de 2022"
lei-federal-4591-1964,lei-federal-4591-1964::054-art-33,Art. 33,remissao_interna,Art. 32," documentos com prazo de validade vencido a que se refere o art. 32 desta Lei.        (Redação dada pela Lei nº 14.382, "
lei-federal-4591-1964,lei-federal-4591-1964::055-art-34,Art. 34,remissao_interna,Art. 32,"será feita pela declaração a que se refere a alínea ""n"", do art. 32 onde se fixem as condições que autorizarão o incorpo"
lei-federal-4591-1964,lei-federal-4591-1964::055-art-34,Art. 34,remissao_interna,Art. 45,"atòriamente, o prazo de carência, inclusive para efeitos do art. 45.  § 4º A desistência da incorporação será denunciada"
lei-federal-4591-1964,lei-federal-4591-1964::056-art-35,Art. 35,remissao_interna,Art. 32,"io, de acôrdo com discriminação constante da alínea ""i"", do art. 32.    (Vide Lei nº 4.864/65 que altera o prazo máximo "
lei-federal-4591-1964,lei-federal-4591-1964::056-art-35,Art. 35,remissao_interna,Art. 31,"ere o § 1º, o outorgante do mandato de que trata o § 1º, do art. 31, poderá fazê-lo nos cinco dias subseqüentes ao prazo"
lei-federal-4591-1964,lei-federal-4591-1964::056-art-35,Art. 35,remissao_interna,Art. 43,"te ou candidato à aquisição.  § 6º Ressalvado o disposto no artigo 43, do contrato de construção deverá constar expressa"
lei-federal-4591-1964,lei-federal-4591-1964::057-art-35-a,Art. 35-A,remissao_externa,"Lei 8078, Art. 49","uirente do imóvel, do direito de arrependimento previsto no art. 49 da Lei nº 8.078, de 11 de setembro de 1990 (Código d"
lei-federal-4591-1964,lei-federal-4591-1964::057-art-35-a,Art. 35-A,remissao_interna,Art. 43,e) e os efeitos contratuais da intempestividade prevista no art. 43-A desta Lei.                (Incluído pela Lei nº 13
lei-federal-4591-1964,lei-federal-4591-1964::057-art-35-a,Art. 35-A,remissao_externa,"Lei 8078, Art. 54","s, que deverão ser redigidas conforme o disposto no § 4º do art. 54 da Lei nº 8.078, de 11 de setembro de 1990 (Código d"
lei-federal-4591-1964,lei-federal-4591-1964::058-art-36,Art. 36,remissao_interna,Art. 34,"Art. 36. No caso de denúncia de incorporação, nos têrmos do art. 34, se o incorporador, até 30 dias a contar da denúncia"
lei-federal-4591-1964,lei-federal-4591-1964::065-art-43,Art. 43,redacao_dada_por,Lei 14382/2022,"(Redação dada pela Lei nº 14.382, de 2022"
lei-federal-4591-1964,lei-federal-4591-1964::065-art-43,Art. 43,revogado_por,Lei 10931/2004,"                  Revogado pela Lei nº 10.931, de 2004"
lei-federal-4591-1964,lei-federal-4591-1964::065-art-43,Art. 43,remissao_interna,Art. 40,"rietário do terreno a quantia que lhe couber, nos termos do art. 40; não se obtendo, na venda, a reposição dos aportes e"
lei-federal-4591-1964,lei-federal-4591-1964::065-art-43,Art. 43,remissao_interna,Art. 31,nstrução de sua responsabilidade a que se referem o § 5º do art. 31-A e o § 6º do art. 35; ou        (Incluído pela Medi
lei-federal-4591-1964,lei-federal-4591-1964::065-art-43,Art. 43,remissao_interna,Art. 35,sabilidade a que se referem o § 5º do art. 31-A e o § 6º do art. 35; ou        (Incluído pela Medida Provisória nº 1.085
lei-federal-4591-1964,lei-federal-4591-1964::065-art-43,Art. 43,remissao_interna,Art. 63,"atos de disposição que lhe são conferidos pelos art. 31-F e art. 63;     (Incluído pela Medida Provisória nº 1.085, de 2"
lei-federal-4591-1964,lei-federal-4591-1964::066-art-43-a,Art. 43-A,remissao_interna,Art. 67,"dos contados da resolução, corrigidos nos termos do § 8º do art. 67-A desta Lei.                  (Incluído pela Lei nº "
lei-federal-4591-1964,lei-federal-4591-1964::069-art-44,Art. 44,redacao_dada_por,Lei 14382/2022,"(Redação dada pela Lei nº 14.382, de 2022"
lei-federal-4591-1964,lei-federal-4591-1964::070-art-45,Art. 45,remissao_interna,Art. 34,"contar do vencimento do prazo de carência a que se refere o art. 34, extinta a obrigação se, dentro deste prazo, fôr den"
lei-federal-4591-1964,lei-federal-4591-1964::072-art-47,Art. 47,remissao_externa,"Lei 4357, Art. 4",mitidas as obrigações do Tesouro Nacional a que se refere o art. 4º da Lei nº 4.357 de 16.7.64.  § 3º Para efeitos fisca
lei-federal-4591-1964,lei-federal-4591-1964::074-art-49,Art. 49,remissao_interna,Art. 43,"rt. 49. Os contratantes da construção, inclusive no caso do art. 43, para tratar de seus interêsses, com relação a ela, "
lei-federal-4591-1964,lei-federal-4591-1964::075-art-50,Art. 50,remissao_interna,Art. 43,"entá-los junto ao construtor ou ao incorporador, no caso do art. 43, em tudo que interessar ao bom andamento da obra."
lei-federal-4591-1964,lei-federal-4591-1964::076-art-50,Art. 50,revogado_por,Lei 10931/2004,"                      Revogado pela Lei nº 10.931, de 2004"
lei-federal-4591-1964,lei-federal-4591-1964::076-art-50,Art. 50,remissao_interna,Art. 43,"es, para representá-los perante o construtor ou, no caso do art. 43, ao incorporador, em tudo o que interessar ao bom an"
lei-federal-4591-1964,lei-federal-4591-1964::076-art-50,Art. 50,remissao_interna,Art. 30,"rceiros, para praticar os atos resultantes da aplicação dos arts. 30-A, 30-B, 30-C, e 30-D.    (Redação dada pela Medida"
lei-federal-4591-1964,lei-federal-4591-1964::077-art-50,Art. 50,redacao_dada_por,Lei 10931/2004,"(Redação dada pela Lei 10.931, de 2004"
lei-federal-4591-1964,lei-federal-4591-1964::077-art-50,Art. 50,remissao_interna,Art. 43,"es, para representá-los perante o construtor ou, no caso do art. 43, ao incorporador, em tudo o que interessar ao bom an"
lei-federal-4591-1964,lei-federal-4591-1964::077-art-50,Art. 50,remissao_interna,Art. 31,"rceiros, para praticar os atos resultantes da aplicação dos arts. 31-A a 31-F.                  (Redação dada pela Lei 1"
lei-federal-4591-1964,lei-federal-4591-1964::078-art-50,Art. 50,remissao_interna,Art. 43,"representá-los perante o construtor ou, no caso previsto no art. 43, o incorporador, em tudo o que interessar ao bom and"
lei-federal-4591-1964,lei-federal-4591-1964::078-art-50,Art. 50,remissao_interna,Art. 31,a praticar os atos resultantes da aplicação do disposto nos art. 31-A a art. 31-F.      (Redação dada pela Medida Provis
lei-federal-4591-1964,lei-federal-4591-1964::079-art-50,Art. 50,redacao_dada_por,Lei 14382/2022,"(Redação dada pela Lei nº 14.382, de 2022"
lei-federal-4591-1964,lei-federal-4591-1964::079-art-50,Art. 50,revogado_por,Lei 10931/2004,"                    Revogado pela Lei nº 10.931, de 2004"
lei-federal-4591-1964,lei-federal-4591-1964::079-art-50,Art. 50,redacao_dada_por,Lei 10931/2004,"(Redação dada pela Lei 10.931, de 2004"
lei-federal-4591-1964,lei-federal-4591-1964::079-art-50,Art. 50,remissao_interna,Art. 43,"representá-los perante o construtor ou, no caso previsto no art. 43 desta Lei, o incorporador, em tudo o que interessar "
lei-federal-4591-1964,lei-federal-4591-1964::079-art-50,Art. 50,remissao_interna,Art. 31,a praticar os atos resultantes da aplicação do disposto nos art. 31-A a art. 31-F desta Lei.       (Redação dada pela Le
lei-federal-4591-1964,lei-federal-4591-1964::081-art-52,Art. 52,remissao_interna,Art. 43," direito de retenção sôbre a respectiva unidade; no caso do art. 43, êste direito será exercido pelo incorporador."
lei-federal-4591-1964,lei-federal-4591-1964::082-art-53,Art. 53,remissao_interna,Art. 54,"itários de construção, para uso dos sindicatos, na forma do art. 54;  Il - critérios e normas para execução de orçamento"
lei-federal-4591-1964,lei-federal-4591-1964::082-art-53,Art. 53,remissao_interna,Art. 59,"orçamentos de custo de construção, para fins de disposto no artigo 59;  III - critérios e normas para a avaliação de cus"
lei-federal-4591-1964,lei-federal-4591-1964::082-art-53,Art. 53,remissao_interna,Art. 32,"valiação de custo global de obra, para fins da alínea h, do art. 32;  IV - modêlo de memorial descritivo dos acabamentos"
lei-federal-4591-1964,lei-federal-4591-1964::082-art-53,Art. 53,remissao_interna,Art. 48,inclusive para o efeito de aplicação do disposto no § 2º do art. 48.  § 1º O número de tipos padronizados deverá ser red
lei-federal-4591-1964,lei-federal-4591-1964::084-art-55,Art. 55,remissao_interna,Art. 53,"a obra, calculado de acôrdo com as normas do inciso III, do art. 53, com base nos custos unitários referidos no art. 54,"
lei-federal-4591-1964,lei-federal-4591-1964::084-art-55,Art. 55,remissao_interna,Art. 54,"III, do art. 53, com base nos custos unitários referidos no art. 54, quando o preço estipulado fôr inferior ao mesmo.  §"
lei-federal-4591-1964,lei-federal-4591-1964::086-art-57,Art. 57,remissao_interna,Art. 43," couber o disposto nos itens II, III, IV, (Vetado) e VI, do art. 43.  Seção III  Da Construção por Administração"
lei-federal-4591-1964,lei-federal-4591-1964::088-art-59,Art. 59,remissao_interna,Art. 53,"servância dos critérios e normas referidos no inciso II, do art. 53 e a data em que se iniciará efetivamente a obra.  § "
lei-federal-4591-1964,lei-federal-4591-1964::088-art-59,Art. 59,remissao_interna,Art. 54,"ior ao da estimativa atualizada, a que se refere o § 3º, do art. 54.  § 2º Nos contratos celebrados após o término das f"
lei-federal-4591-1964,lei-federal-4591-1964::091-art-62,Art. 62,remissao_interna,Art. 59,"o orçamento atualizado do custo da construção, na forma dos artigos 59 e 60, com a indicação do mês a que se refere o di"
lei-federal-4591-1964,lei-federal-4591-1964::093-art-64,Art. 64,remissao_interna,Art. 32,"lgarem publicamente sem os requisitos exigidos pelo § 3º do artigo 32 e pelos artigos 56 e 62, desta Lei, sujeitar-se-ão"
lei-federal-4591-1964,lei-federal-4591-1964::093-art-64,Art. 64,remissao_interna,Art. 56,"e sem os requisitos exigidos pelo § 3º do artigo 32 e pelos artigos 56 e 62, desta Lei, sujeitar-se-ão à multa em import"
lei-federal-4591-1964,lei-federal-4591-1964::094-art-65,Art. 65,remissao_externa,"Lei 1521, Art. 5","imes será de competência de Juízo singular, aplicando-se os artigos 5º, 6º e 7º da Lei nº 1.521, de 26 de dezembro de 19"
lei-federal-4591-1964,lei-federal-4591-1964::095-art-66,Art. 66,remissao_externa,"Lei 1521, Art. 10","avenções relativas à economia popular, puníveis na forma do artigo 10 da Lei nº 1.521, de 26 de dezembro de 1951:  I - n"
lei-federal-4591-1964,lei-federal-4591-1964::095-art-66,Art. 66,remissao_interna,Art. 37,"quer documento de ajuste, as indicações a que se referem os artigos 37 e 38, desta Lei;  III - deixar o incorporador, se"
lei-federal-4591-1964,lei-federal-4591-1964::095-art-66,Art. 66,remissao_interna,Art. 35,"  III - deixar o incorporador, sem justa causa, no prazo do artigo 35 e ressalvada a hipótese de seus § § 2º e 3º, de pr"
lei-federal-4591-1964,lei-federal-4591-1964::095-art-66,Art. 66,remissao_interna,Art. 55,"porador, no contrato, a indicação a que se refere o § 5º do artigo 55, desta Lei;  VI - paralisar o incorporador a obra,"
lei-federal-4591-1964,lei-federal-4591-1964::097-art-67-a,Art. 67-A,remissao_interna,Art. 31,"etida ao regime do patrimônio de afetação, de que tratam os arts. 31-A a 31-F desta Lei, o incorporador restituirá os va"
lei-federal-4591-1964,lei-federal-4591-1964::097-art-67-a,Art. 67-A,remissao_externa,"Lei 4591, Art. 32","o de incorporação imobiliária, conforme disposto no § 2º do art. 32 da Lei nº 4.591, de 16 de dezembro de 1964.         "
lei-federal-4591-1964,lei-federal-4591-1964::098-art-68,Art. 68,remissao_interna,Art. 32,"everão, previamente, satisfazer às exigências constantes no art. 32, ficando sujeitos ao regime instituído nesta Lei par"
lei-federal-4591-1964,lei-federal-4591-1964::099-art-68,Art. 68,redacao_dada_por,Lei 14382/2022,"(Redação dada pela Lei nº 14.382, de 2022"
lei-federal-4591-1964,lei-federal-4591-1964::099-art-68,Art. 68,remissao_externa,"Lei 6766, Art. 31","as ou geminadas, promovida por uma das pessoas indicadas no art. 31 desta Lei ou no art. 2º-A da Lei nº 6.766, de 19 de "
lei-federal-4591-1964,lei-federal-4591-1964::099-art-68,Art. 68,remissao_externa,"Lei 6766, Art. 2","da por uma das pessoas indicadas no art. 31 desta Lei ou no art. 2º-A da Lei nº 6.766, de 19 de dezembro de 1979, caract"
lei-federal-4591-1964,lei-federal-4591-1964::099-art-68,Art. 68,remissao_interna,Art. 32,"documentos referidos nas alíneas e, i, j, l e n do caput do art. 32 desta Lei.       (Incluído pela Lei nº 14.382, de 20"
lei-federal-4591-1964,lei-federal-4591-1964::099-art-68,Art. 68,remissao_externa,"Lei 10931, Art. 31","m assentados o respectivo termo de afetação de que tratam o art. 31-B desta Lei e o art. 2º da Lei nº 10.931, de 2 de ag"
lei-federal-4591-1964,lei-federal-4591-1964::099-art-68,Art. 68,remissao_externa,"Lei 10931, Art. 2","o termo de afetação de que tratam o art. 31-B desta Lei e o art. 2º da Lei nº 10.931, de 2 de agosto de 2004, e os demai"
lei-federal-4591-1964,lei-federal-4591-1964::099-art-68,Art. 68,remissao_externa,"Lei 6015, Art. 237","gócios relativos ao empreendimento sujeitam-se às normas do art. 237-A da Lei nº 6.015, de 31 de dezembro de 1973 (Lei d"
lei-federal-6015-1973,lei-federal-6015-1973::003-art-1o,Art. 1º,redacao_dada_por,Lei 6216/1975,"(Redação dada pela Lei nº 6.216, de 1975"
lei-federal-6015-1973,lei-federal-6015-1973::003-art-1o,Art. 1º,redacao_dada_por,Lei 14382/2022,"(Redação dada pela Lei nº 14.382, de 2022"
lei-federal-6015-1973,lei-federal-6015-1973::004-art-2o,Art. 2º,remissao_interna,Art. 1,"istro de imóveis.  Parágrafo único. O registro constante do artigo 1º, § 1º, n. V, fica a cargo da administração federal"
lei-federal-6015-1973,lei-federal-6015-1973::005-art-2o,Art. 2º,redacao_dada_por,Lei 6216/1975,"(Redação dada pela Lei nº 6.216, de 1975"
lei-federal-6015-1973,lei-federal-6015-1973::011-art-7o,Art. 7º,remissao_interna,Art. 3,Art. 7º-A  O disposto nos art. 3º a art. 7º não se aplica à escrituração por meio eletrônico 
lei-federal-6015-1973,lei-federal-6015-1973::011-art-7o,Art. 7º,remissao_interna,Art. 1,"a à escrituração por meio eletrônico de que trata o § 3º do art. 1º.       (Incluído pela Medida Provisória nº 1.085, de"
lei-federal-6015-1973,lei-federal-6015-1973::012-art-7o,Art. 7º,remissao_interna,Art. 3,"Art. 7º-A O disposto nos arts. 3º, 4º, 5º, 6º e 7º não se aplica à escrituração por meio elet"
lei-federal-6015-1973,lei-federal-6015-1973::012-art-7o,Art. 7º,remissao_interna,Art. 1,"a à escrituração por meio eletrônico de que trata o § 3º do art. 1º desta Lei.       (Incluído pela Lei nº 14.382, de 20"
lei-federal-6015-1973,lei-federal-6015-1973::020-art-14,Art. 14,redacao_dada_por,Lei 6216/1975,"(Redação dada pela Lei nº 6.216, de 1975"
lei-federal-6015-1973,lei-federal-6015-1973::022-art-14,Art. 14,redacao_dada_por,Lei 14382/2022,"(Redação dada pela Lei nº 14.382, de 2022"
lei-federal-6015-1973,lei-federal-6015-1973::025-art-17,Art. 17,remissao_externa,"Lei 14063, Art. 4"," o uso de assinatura avançada ou qualificada de que trata o art. 4º da Lei nº 14.063, de 23 de setembro de 2020, nos ter"
lei-federal-6015-1973,lei-federal-6015-1973::026-art-18,Art. 18,remissao_interna,Art. 45,"Art. 18. Ressalvado o disposto nos artigos 45 e 96, parágrafo único, a certidão será lavrada independentem"
lei-federal-6015-1973,lei-federal-6015-1973::027-art-18,Art. 18,redacao_dada_por,Lei 9807/1999,"(Redação dada pela Lei nº 9.807, de 1999"
lei-federal-6015-1973,lei-federal-6015-1973::027-art-18,Art. 18,remissao_interna,Art. 45,"Art. 18. Ressalvado o disposto nos arts. 45, 57, § 7o, e 95, parágrafo único, a certidão será lavrada i"
lei-federal-6015-1973,lei-federal-6015-1973::029-art-19,Art. 19,redacao_dada_por,Lei 6216/1975,"(Redação dada pela Lei nº 6.216, de 1975"
lei-federal-6015-1973,lei-federal-6015-1973::029-art-19,Art. 19,redacao_dada_por,Lei 14382/2022,"(Redação dada pela Lei nº 14.382, de 2022"
lei-federal-6015-1973,lei-federal-6015-1973::029-art-19,Art. 19,redacao_dada_por,Lei 13484/2017,"(Redação dada pela Lei nº 13.484, de 2017"
lei-federal-6015-1973,lei-federal-6015-1973::032-art-21,Art. 21,redacao_dada_por,Lei 6216/1975,"(Redação dada pela Lei nº 6.216, de 1975"
lei-federal-6015-1973,lei-federal-6015-1973::032-art-21,Art. 21,remissao_interna,Art. 45,"e responsabilidade civil e penal, ressalvado o disposto nos artigos 45 e 95.                         (Redação dada pela "
lei-federal-6015-1973,lei-federal-6015-1973::034-art-22,Art. 22,redacao_dada_por,Lei 6216/1975,"(Redação dada pela Lei nº 6.216, de 1975"
lei-federal-6015-1973,lei-federal-6015-1973::036-art-23,Art. 23,redacao_dada_por,Lei 6216/1975,"(Redação dada pela Lei nº 6.216, de 1975"
lei-federal-6015-1973,lei-federal-6015-1973::044-art-30,Art. 30,redacao_dada_por,Lei 7844/1989,"(Redação dada pela Lei nº 7.844, de 1989"
lei-federal-6015-1973,lei-federal-6015-1973::045-art-30,Art. 30,redacao_dada_por,Lei 9534/1997,"(Redação dada pela Lei nº 9.534, de 1997"
lei-federal-6015-1973,lei-federal-6015-1973::045-art-30,Art. 30,remissao_externa,"Lei 8935, Art. 32","ut deste artigo, aplicar-se-ão as penalidades previstas nos arts. 32 e 33 da Lei no 8.935, de 18 de novembro de 1994. (I"
lei-federal-6015-1973,lei-federal-6015-1973::045-art-30,Art. 30,remissao_externa,"Lei 8935, Art. 39","ificando-se novo descumprimento, aplicar-se-á o disposto no art. 39 da Lei no 8.935, de 18 de novembro de 1994.         "
lei-federal-6015-1973,lei-federal-6015-1973::049-art-33,Art. 33,redacao_dada_por,Lei 6216/1975,"(Redação dada pela Lei nº 6.216, de 1975"
lei-federal-6015-1973,lei-federal-6015-1973::051-art-33,Art. 33,redacao_dada_por,Lei 14382/2022,"(Redação dada pela Lei nº 14.382, de 2022"
lei-federal-6015-1973,lei-federal-6015-1973::051-art-33,Art. 33,redacao_dada_por,Lei 6216/1975,"(Redação dada pela Lei nº 6.216, de 1975"
lei-federal-6015-1973,lei-federal-6015-1973::058-art-40,Art. 40,remissao_interna,Art. 110,"erá ser efetuada em cumprimento de sentença, nos termos dos artigos 110 a 113."
lei-federal-6015-1973,lei-federal-6015-1973::059-art-40,Art. 40,redacao_dada_por,Lei 12100/2009,"(Redação dada pela Lei nº 12.100, de 2009"
lei-federal-6015-1973,lei-federal-6015-1973::059-art-40,Art. 40,remissao_interna,Art. 109,"o ato, qualquer outra só poderá ser efetuada nos termos dos arts. 109 a 112 desta Lei.                     (Redação dada"
lei-federal-6015-1973,lei-federal-6015-1973::060-art-41,Art. 41,remissao_interna,Art. 39,"ores, não ressalvadas ou não lançadas na forma indicada nos artigos 39 e 40."
lei-federal-6015-1973,lei-federal-6015-1973::066-art-46,Art. 46,redacao_dada_por,Lei 10215/2001,"(Redação dada pela Lei nº 10.215, de 2001"
lei-federal-6015-1973,lei-federal-6015-1973::067-art-46,Art. 46,redacao_dada_por,Lei 11790/2008,"(Redação dada pela Lei nº 11.790, de 2008"
lei-federal-6015-1973,lei-federal-6015-1973::067-art-46,Art. 46,revogado_por,Lei 10215/2001,"(Revogado pela Lei nº 10.215, de 2001"
lei-federal-6015-1973,lei-federal-6015-1973::067-art-46,Art. 46,remissao_interna,Art. 30,"  § 2º Será dispensada de pagamento de multa a parte pobre (art. 30).                     (Revogado pela Lei nº 10.215, "
lei-federal-6015-1973,lei-federal-6015-1973::071-art-49,Art. 49,redacao_dada_por,Lei 6140/1974,"(Redação dada pela Lei nº 6.140, de 1974"
lei-federal-6015-1973,lei-federal-6015-1973::071-art-49,Art. 49,redacao_dada_por,Lei 12662/2012,"(Redação dada pela Lei nº 12.662, de 2012"
lei-federal-6015-1973,lei-federal-6015-1973::074-art-50,Art. 50,remissao_interna,Art. 51,"ilômetros da sede do cartório.               (Renumerado do art. 51 com nova redação, pela Lei nº 6.216, de 1975)."
lei-federal-6015-1973,lei-federal-6015-1973::075-art-50,Art. 50,redacao_dada_por,Lei 9053/1995,"(Redação dada pela Lei nº 9.053, de 1995"
lei-federal-6015-1973,lei-federal-6015-1973::075-art-50,Art. 50,remissao_interna,Art. 52,"os pais, observar-se-á a ordem contida nos itens 1º e 2º do art. 52.            (Incluído pela Lei nº 9.053, de 1995)  §"
lei-federal-6015-1973,lei-federal-6015-1973::076-art-51,Art. 51,remissao_interna,Art. 65,"tos ocorridos a bordo, quando não registrados nos termos do artigo 65, deverão ser declarados dentro de cinco (5) dias, "
lei-federal-6015-1973,lei-federal-6015-1973::076-art-51,Art. 51,remissao_interna,Art. 52,"ectivo cartório ou consulado.                (Renumerado do art. 52, pela Lei nº 6.216, de 1975)."
lei-federal-6015-1973,lei-federal-6015-1973::077-art-52,Art. 52,redacao_dada_por,Lei 13112/2015,"(Redação dada pela Lei nº 13.112, de 2015"
lei-federal-6015-1973,lei-federal-6015-1973::077-art-52,Art. 52,redacao_dada_por,Lei 6216/1975,"(Redação dada pela Lei nº 6.216, de 1975"
lei-federal-6015-1973,lei-federal-6015-1973::077-art-52,Art. 52,remissao_interna,Art. 53,"er declaração de nascimento:                 (Renumerado do art. 53, pela Lei nº 6.216, de 1975).  1º) o pai;  1o) o pai"
lei-federal-6015-1973,lei-federal-6015-1973::077-art-52,Art. 52,remissao_interna,Art. 54,"soladamente ou em conjunto, observado o disposto no § 2o do art. 54;                  (Redação dada pela Lei nº 13.112, "
lei-federal-6015-1973,lei-federal-6015-1973::078-art-53,Art. 53,remissao_interna,Art. 54,"s que couberem e com remissão ao do óbito.   (Renumerado do art. 54, com nova redação, pela  Lei nº 6.216, de 1975).    "
